ordernumber,quantityordered,priceeach,orderlinenumber,sales,status,qtr_id,month_id,year_id,productline,msrp,productcode,customername,phone,addressline1,addressline2,city,state,postalcode,country,territory,contactlastname,contactfirstname,dealsize,order_date
10225,32,100,1,4529.28,Shipped,1,2,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium,2/22/2004
10240,41,100,3,5628.89,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Not Provided,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium,4/13/2004
10253,26,100,5,3054.48,Cancelled,2,6,2004,Classic Cars,141,S18_1129,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,Not Provided,Liverpool,CA,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,6/1/2004
10266,21,100,6,2526.51,Shipped,3,7,2004,Classic Cars,141,S18_1129,L'ordine Souveniers,0522-556555,Strada Provinciale 124,Not Provided,Reggio Emilia,CA,42100,Italy,EMEA,Moroni,Maurizio,Small,7/6/2004
10278,34,100,6,4667.86,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.,Not Provided,Las Vegas,NV,83030,USA,Unknown,King,Sue,Medium,8/6/2004
10287,41,100,4,6499.32,Shipped,3,8,2004,Classic Cars,141,S18_1129,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,Not Provided,Gensve,CA,1203,Switzerland,EMEA,Holz,Michael,Medium,8/30/2004
10301,37,100,8,5917.78,Shipped,4,10,2003,Classic Cars,141,S18_1129,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Not Provided,Oslo,CA,N 0106,Norway,EMEA,Klaeboe,Jan,Medium,10/5/2003
10310,37,100,2,6231.91,Shipped,4,10,2004,Classic Cars,141,S18_1129,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,Not Provided,Koln,CA,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,10/16/2004
10321,41,100,10,5803.14,Shipped,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,Not Provided,New Bedford,MA,50553,USA,Unknown,Benitez,Violeta,Medium,11/4/2004
10331,46,100,6,6434.02,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,Not Provided,Philadelphia,PA,71270,USA,Unknown,Hernandez,Rosa,Medium,11/17/2004
10342,40,100,2,6454.4,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,11/24/2004
10356,43,97.6,8,4196.8,Shipped,4,12,2004,Classic Cars,141,S18_1129,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Not Provided,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Medium,12/9/2004
10365,30,87.06,1,2611.8,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,Not Provided,New Bedford,MA,50553,USA,Unknown,Tam,Wing C,Small,1/7/2005
10377,35,100,2,5895.05,Shipped,1,2,2005,Classic Cars,141,S18_1129,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,Not Provided,Helsinki,CA,21240,Finland,EMEA,Karttunen,Matti,Medium,2/9/2005
10390,36,93.77,14,3375.72,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,3/4/2005
10406,61,100,3,8374.69,Disputed,2,4,2005,Classic Cars,141,S18_1129,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,CA,1734,Denmark,EMEA,Petersen,Jytte,Large,4/15/2005
10419,38,100,5,4464.24,Shipped,2,5,2005,Classic Cars,141,S18_1129,Salzburg Collectables,6562-9555,Geislweg 14,Not Provided,Salzburg,CA,5020,Austria,EMEA,Pipps,Georg,Medium,5/17/2005
10102,39,100,2,4808.31,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,Unknown,Frick,Michael,Medium,1/10/2003
10111,33,99.66,6,3288.78,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,6505555787,5557 North Pendale Street,Not Provided,San Francisco,CA,,USA,Unknown,Murphy,Julie,Medium,3/25/2003
10125,32,100,1,3254.72,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium,5/21/2003
10139,31,100,7,3184.94,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium,7/16/2003
10149,50,100,4,5907.5,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,Not Provided,Brisbane,CA,94217,USA,Unknown,Taylor,Sue,Medium,9/12/2003
10162,48,91.44,2,4389.12,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,Not Provided,San Francisco,CA,,USA,Unknown,Brown,Julie,Medium,10/18/2003
10173,43,100,6,5036.16,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,Not Provided,Bergamo,CA,24100,Italy,EMEA,Rovelli,Giovanni,Medium,11/5/2003
10182,25,87.33,3,2183.25,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Small,11/12/2003
10193,28,100,7,3106.88,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,Not Provided,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium,11/21/2003
10205,36,100,2,3735.72,Shipped,4,12,2003,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,12/3/2003
10215,27,89.38,10,2413.26,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,Not Provided,Burbank,CA,94019,USA,Unknown,Thompson,Steve,Small,1/29/2004
10227,25,100,3,2953.75,Shipped,1,3,2004,Vintage Cars,102,S18_1342,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",Not Provided,Lyon,CA,69004,France,EMEA,Saveley,Mary,Small,3/2/2004
10244,40,100,7,4684.8,Shipped,2,4,2004,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Medium,4/29/2004
10256,34,95.55,2,3248.7,Shipped,2,6,2004,Vintage Cars,102,S18_1342,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,Not Provided,Kobenhavn,CA,1734,Denmark,EMEA,Petersen,Jytte,Medium,6/8/2004
10280,50,100,9,5239.5,Shipped,3,8,2004,Vintage Cars,102,S18_1342,Amica Models & Co.,011-4988555,Via Monte Bianco 34,Not Provided,Torino,CA,10100,Italy,EMEA,Accorti,Paolo,Medium,8/17/2004
10289,38,100,2,4567.98,Shipped,3,9,2004,Vintage Cars,102,S18_1342,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Not Provided,Bergen,CA,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,9/3/2004
10304,37,95.55,13,3535.35,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Auto Assoc. & Cie.,30.59.8555,"67, avenue de l'Europe",Not Provided,Versailles,CA,78000,France,EMEA,Tonini,Daniel,Medium,10/11/2004
10312,43,89.38,10,3843.34,Shipped,4,10,2004,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,Not Provided,San Rafael,CA,97562,USA,Unknown,Nelson,Valarie,Medium,10/21/2004
10322,43,86.3,14,3710.9,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,Not Provided,Nashua,NH,62005,USA,Unknown,Young,Valarie,Medium,11/4/2004
10332,46,95.13,15,4375.98,Shipped,4,11,2004,Vintage Cars,102,S18_1342,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,Not Provided,Manchester,CA,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium,11/17/2004
10346,42,36.11,3,1516.62,Shipped,4,11,2004,Vintage Cars,102,S18_1342,Signal Gift Stores,7025551838,8489 Strong St.,Not Provided,Las Vegas,NV,83030,USA,Unknown,King,Sue,Small,11/29/2004
10356,50,50.18,9,2509,Shipped,4,12,2004,Vintage Cars,102,S18_1342,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,Not Provided,Paris,CA,75508,France,EMEA,Da Cunha,Daniel,Small,12/9/2004
10369,44,100,8,9240.44,Shipped,1,1,2005,Vintage Cars,102,S18_1342,Collectables For Less Inc.,6175558555,7825 Douglas Av.,Not Provided,Brickhaven,MA,58339,USA,Unknown,Nelson,Allen,Large,1/20/2005
10380,27,93.16,13,2515.32,Shipped,1,2,2005,Vintage Cars,102,S18_1342,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",Not Provided,Madrid,CA,28034,Spain,EMEA,Freyre,Diego,Small,2/16/2005
